Date,AGGH.MI,CSPX.L,EFA,GLD,TIP,TLT,VNQ,XEON.MI,SPY,AGG
2009-08-27,64.3857192993164,76.58740997314453,32.54731750488281,93.19000244140625,65.60115814208984,58.631263732910156,20.440759658813477,138.10899353027344,76.58740997314453,64.3857192993164
2009-08-28,64.34223937988281,76.57259368896484,32.56572723388672,93.87000274658203,65.62688446044922,58.89985275268555,20.621644973754883,138.11000061035156,76.57259368896484,64.34223937988281
2009-08-31,64.60930633544922,75.89118957519531,32.326412200927734,93.4000015258789,65.56891632080078,58.95472717285156,20.296043395996094,138.11000061035156,75.89118957519531,64.60930633544922
2009-09-01,64.49840545654297,74.21719360351562,31.52255630493164,93.9000015258789,65.65996551513672,58.81208801269531,19.210691452026367,138.11000061035156,74.21719360351562,64.49840545654297
2009-09-02,64.84114837646484,73.93573760986328,31.485734939575195,96.19000244140625,65.76399230957031,59.669219970703125,18.82306671142578,138.11099243164062,73.93573760986328,64.84114837646484
2009-09-03,64.72269439697266,74.550537109375,31.731189727783203,97.45999908447266,65.84854125976562,59.30188751220703,19.200361251831055,138.11399841308594,74.550537109375,64.72269439697266
2009-09-04,64.59808349609375,75.5948715209961,32.21595764160156,97.52999877929688,65.83553314208984,58.29166030883789,19.42259979248047,138.1199951171875,75.5948715209961,64.59808349609375
2009-09-07,64.59808349609375,75.5948715209961,32.21595764160156,97.52999877929688,65.83553314208984,58.29166030883789,19.42259979248047,138.11599731445312,75.5948715209961,64.59808349609375
2009-09-08,64.5046157836914,76.24665832519531,32.85414123535156,97.43000030517578,65.97205352783203,57.88147735595703,20.099651336669922,138.11500549316406,76.24665832519531,64.5046157836914
2009-09-09,64.62921905517578,76.83182525634766,33.259151458740234,97.08000183105469,66.18013763427734,57.81415939331055,20.49244499206543,138.11900329589844,76.83182525634766,64.62921905517578
2009-09-10,64.95946502685547,77.61698150634766,33.55369567871094,97.69999694824219,66.33621215820312,58.879451751708984,20.797386169433594,138.1199951171875,77.61698150634766,64.95946502685547
2009-09-11,64.95327758789062,77.60214233398438,33.510738372802734,98.77999877929688,66.48572540283203,59.20394515991211,20.761201858520508,138.12100219726562,77.60214233398438,64.95327758789062
2009-09-14,64.85984802246094,77.97991180419922,33.57822799682617,97.95999908447266,66.33621215820312,58.61616134643555,21.376230239868164,138.12100219726562,77.97991180419922,64.85984802246094
2009-09-15,64.76008605957031,78.30579376220703,33.584373474121094,98.9000015258789,66.37520599365234,58.31614303588867,21.71733856201172,138.12100219726562,78.30579376220703,64.76008605957031
2009-09-16,64.8099594116211,79.49095153808594,34.24708938598633,99.91000366210938,66.50528717041016,58.420223236083984,22.60112953186035,138.1219940185547,79.49095153808594,64.8099594116211
2009-09-17,65.11524963378906,79.37242889404297,34.02619934082031,99.33999633789062,66.58977508544922,59.15495681762695,22.502925872802734,138.12600708007812,79.37242889404297,65.11524963378906
2009-09-18,64.95327758789062,79.42301940917969,34.11823272705078,98.66999816894531,66.28416442871094,58.62843704223633,22.533939361572266,138.13099670410156,79.42301940917969,64.95327758789062
2009-09-21,64.90342712402344,79.22208404541016,33.75619125366211,98.36000061035156,66.21263885498047,58.76310348510742,22.182485580444336,138.12600708007812,79.22208404541016,64.90342712402344
2009-09-22,64.85984802246094,79.68352508544922,34.222557067871094,99.66999816894531,66.3686752319336,58.885555267333984,22.885387420654297,138.1320037841797,79.68352508544922,64.85984802246094
2009-09-23,65.02181243896484,79.02117156982422,33.928009033203125,98.83000183105469,66.51176452636719,59.0631217956543,22.058446884155273,138.1280059814453,79.02117156982422,65.02181243896484
2009-09-24,65.10279846191406,78.15040588378906,33.43096160888672,97.55000305175781,66.44673919677734,59.234561920166016,21.253108978271484,138.13099670410156,78.15040588378906,65.10279846191406
2009-09-25,65.29600524902344,77.73365020751953,33.289825439453125,97.0,66.54425811767578,59.98762130737305,21.320955276489258,138.1320037841797,77.73365020751953,65.29600524902344
2009-09-28,65.28971862792969,79.12535095214844,33.74391174316406,97.05000305175781,66.68080139160156,60.51408767700195,22.203020095825195,138.13800048828125,79.12535095214844,65.28971862792969
2009-09-29,65.25861358642578,78.88720703125,33.54140090942383,97.43000030517578,66.6548080444336,60.45904541015625,21.842884063720703,138.13400268554688,78.88720703125,65.25861358642578
2009-09-30,65.37698364257812,78.58201599121094,33.55369567871094,98.8499984741211,66.89541625976562,60.403892517089844,21.634117126464844,138.13999938964844,78.58201599121094,65.37698364257812
2009-10-01,65.52827453613281,76.63218688964844,32.67618942260742,97.88999938964844,67.08207702636719,61.2311897277832,20.663328170776367,138.1439971923828,76.63218688964844,65.52827453613281
2009-10-02,65.40320587158203,76.27497863769531,32.314144134521484,98.37000274658203,66.95198059082031,60.80738830566406,20.517179489135742,138.13900756835938,76.27497863769531,65.40320587158203
2009-10-05,65.44705200195312,77.41361236572266,32.78050994873047,99.81999969482422,66.99105072021484,60.813575744628906,21.080860137939453,138.13900756835938,77.41361236572266,65.44705200195312
2009-10-06,65.35323333740234,78.5224838256836,33.33278274536133,102.27999877929688,66.98451232910156,60.211708068847656,21.02345085144043,138.13900756835938,78.5224838256836,65.35323333740234
2009-10-07,65.61575317382812,78.73834991455078,33.455501556396484,102.36000061035156,67.2772445678711,60.91796112060547,21.007795333862305,138.13900756835938,78.73834991455078,65.61575317382812
2009-10-08,65.57203674316406,79.34113311767578,33.940277099609375,103.63999938964844,67.21218872070312,60.279212951660156,21.40967559814453,138.14199829101562,79.34113311767578,65.57203674316406
2009-10-09,65.11565399169922,79.82490539550781,33.854373931884766,102.83999633789062,66.86742401123047,58.89738845825195,21.592363357543945,138.1439971923828,79.82490539550781,65.11565399169922
2009-10-12,65.2657470703125,80.1374740600586,34.05686950683594,103.55999755859375,67.03002166748047,58.989532470703125,21.5610408782959,138.14300537109375,80.1374740600586,65.2657470703125
2009-10-13,65.4282455444336,79.97373962402344,33.98323440551758,104.26000213623047,67.40736389160156,59.29658126831055,21.258325576782227,138.14300537109375,79.97373962402344,65.4282455444336
2009-10-14,65.27198791503906,81.35055541992188,34.799373626708984,104.18000030517578,67.11463928222656,58.41837692260742,22.035999298095703,138.14500427246094,81.35055541992188,65.27198791503906
2009-10-15,65.17189025878906,81.64818572998047,34.958919525146484,102.86000061035156,67.16667938232422,58.14814758300781,21.848115921020508,138.14999389648438,81.64818572998047,65.17189025878906
2009-10-16,65.16568756103516,81.03794860839844,34.431182861328125,103.18000030517578,67.38136291503906,58.621009826660156,21.27398109436035,138.1540069580078,81.03794860839844,65.16568756103516
2009-10-19,65.29692077636719,81.70777130126953,34.98345947265625,104.2300033569336,67.8106460571289,59.08160400390625,21.7332763671875,138.1490020751953,81.70777130126953,65.29692077636719
2009-10-20,65.45327758789062,81.2761001586914,34.799373626708984,103.41999816894531,67.86924743652344,59.40105056762695,21.331396102905273,138.14999389648438,81.2761001586914,65.45327758789062
2009-10-21,65.40950775146484,80.54680633544922,34.682777404785156,103.75,67.60250854492188,59.0447998046875,21.059988021850586,138.14999389648438,80.54680633544922,65.40950775146484
2009-10-22,65.30946350097656,81.36544036865234,35.020286560058594,103.91999816894531,67.27072143554688,58.75613021850586,21.61324691772461,138.1540069580078,81.36544036865234,65.30946350097656
2009-10-23,65.22821807861328,80.4351577758789,34.46800994873047,103.48999786376953,67.12760162353516,58.31397247314453,21.35749626159668,138.16000366210938,80.4351577758789,65.22821807861328
2009-10-26,65.0531997680664,79.56441497802734,33.9464225769043,101.86000061035156,66.82182312011719,57.55854415893555,21.305299758911133,138.1540069580078,79.56441497802734,65.0531997680664
2009-10-27,65.30946350097656,79.19973754882812,33.676422119140625,101.8499984741211,67.35530853271484,58.34467315673828,20.997358322143555,138.15499877929688,79.19973754882812,65.30946350097656
2009-10-28,65.40320587158203,77.70389556884766,32.86642074584961,100.7300033569336,67.40736389160156,58.621009826660156,20.115293502807617,138.16099548339844,77.70389556884766,65.40320587158203
2009-10-29,65.27198791503906,79.37092590332031,33.83597183227539,102.69000244140625,67.4138412475586,57.982322692871094,21.033891677856445,138.15899658203125,79.37092590332031,65.27198791503906
2009-10-30,65.52198028564453,77.0712661743164,32.706871032714844,102.52999877929688,67.66101837158203,58.823707580566406,20.668542861938477,138.16000366210938,77.0712661743164,65.52198028564453
2009-11-02,65.41793060302734,77.63687896728516,33.02595520019531,103.94999694824219,67.79288482666016,58.56367874145508,20.663328170776367,138.16000366210938,77.63687896728516,65.41793060302734
2009-11-03,65.33013916015625,77.88247680664062,32.8970947265625,106.45999908447266,67.65583038330078,57.97836685180664,20.966047286987305,138.16600036621094,77.88247680664062,65.33013916015625
2009-11-04,65.22354888916016,78.08341979980469,33.228477478027344,107.0999984741211,67.786376953125,57.448463439941406,20.517179489135742,138.16099548339844,78.08341979980469,65.22354888916016
2009-11-05,65.39286041259766,79.51976013183594,33.65801239013672,106.9800033569336,67.91688537597656,57.448463439941406,20.981700897216797,138.1649932861328,79.51976013183594,65.39286041259766
2009-11-06,65.44927215576172,79.72816467285156,33.75619125366211,107.43000030517578,68.08657836914062,57.50395965576172,20.637218475341797,138.1699981689453,79.72816467285156,65.44927215576172
2009-11-09,65.53704071044922,81.54405975341797,34.70119857788086,108.19000244140625,68.43905639648438,57.57172393798828,21.654996871948242,138.1649932861328,81.54405975341797,65.53704071044922
2009-11-10,65.5558853149414,81.55892181396484,34.51709747314453,108.38999938964844,68.32154846191406,57.466983795166016,21.493192672729492,138.16600036621094,81.55892181396484,65.5558853149414
2009-11-11,65.58094787597656,81.97571563720703,34.62141799926758,109.5999984741211,68.56957244873047,57.70722198486328,21.895084381103516,138.17300415039062,81.97571563720703,65.58094787597656
2009-11-12,65.712646484375,81.14214324951172,34.11823272705078,108.20999908447266,68.24974060058594,57.60252380371094,21.6706600189209,138.17100524902344,81.14214324951172,65.712646484375
2009-11-13,65.7816390991211,81.58125305175781,34.596858978271484,109.73999786376953,68.27582550048828,57.86744689941406,21.96293067932129,138.177001953125,81.58125305175781,65.7816390991211
2009-11-16,65.93842315673828,82.76455688476562,35.149131774902344,111.62999725341797,68.79147338867188,58.54522705078125,22.495304107666016,138.1719970703125,82.76455688476562,65.93842315673828
2009-11-17,65.99485778808594,82.861328125,34.91596603393555,111.97000122070312,68.97421264648438,58.85945510864258,22.10385513305664,138.1719970703125,82.861328125,65.99485778808594
2009-11-18,65.85688781738281,82.80921173095703,34.805511474609375,112.25,68.95467376708984,58.51437759399414,22.505748748779297,138.17300415039062,82.80921173095703,65.85688781738281
2009-11-19,65.92586517333984,81.73007202148438,34.14890670776367,112.30000305175781,68.9611587524414,58.61913299560547,21.989028930664062,138.17599487304688,81.73007202148438,65.92586517333984
2009-11-20,65.9509506225586,81.43985748291016,33.95869064331055,112.94000244140625,68.9611587524414,58.6068229675293,21.83245277404785,138.177001953125,81.43985748291016,65.9509506225586
2009-11-23,65.93842315673828,82.47428894042969,34.56618881225586,114.29000091552734,69.01991271972656,58.532894134521484,22.10907554626465,138.18299865722656,82.47428894042969,65.93842315673828
2009-11-24,66.1328125,82.60082244873047,34.42505645751953,114.7300033569336,69.09169006347656,58.902610778808594,21.780258178710938,138.17799377441406,82.60082244873047,66.1328125
2009-11-25,66.19548797607422,82.89107513427734,34.885284423828125,116.62000274658203,69.36582946777344,59.17363739013672,21.86897850036621,138.17799377441406,82.89107513427734,66.19548797607422
2009-11-26,66.19548797607422,82.89107513427734,34.885284423828125,116.62000274658203,69.36582946777344,59.17363739013672,21.86897850036621,138.1820068359375,82.89107513427734,66.19548797607422
2009-11-27,66.25199127197266,81.54405975341797,33.878910064697266,115.05999755859375,69.51596069335938,59.39548873901367,21.232236862182617,138.18299865722656,81.54405975341797,66.25199127197266
2009-11-30,66.36480712890625,81.81940460205078,33.9893798828125,115.63999938964844,69.5550765991211,59.53717803955078,22.02556800842285,138.1820068359375,81.81940460205078,66.36480712890625
2009-12-01,66.20307159423828,82.83149719238281,34.92210388183594,117.37999725341797,69.43610382080078,58.87397003173828,22.349159240722656,138.18899536132812,82.83149719238281,66.20307159423828
2009-12-02,66.07730865478516,82.7943344116211,34.977325439453125,119.18000030517578,69.36416625976562,58.923458099365234,22.71451187133789,138.1840057373047,82.7943344116211,66.07730865478516
2009-12-03,66.08358764648438,82.14686584472656,34.897552490234375,118.69999694824219,69.13526153564453,58.311485290527344,22.458770751953125,138.18800354003906,82.14686584472656,66.08358764648438
2009-12-04,65.95143127441406,82.61566925048828,34.77481460571289,113.75,68.5728988647461,57.69342803955078,23.121625900268555,138.1929931640625,82.61566925048828,65.95143127441406
2009-12-07,66.01436614990234,82.48919677734375,34.5845947265625,113.11000061035156,68.68401336669922,57.7675895690918,22.636226654052734,138.1929931640625,82.48919677734375,66.01436614990234
2009-12-08,66.10246276855469,81.57381439208984,33.98323440551758,110.94999694824219,68.65135192871094,57.85405731201172,22.505748748779297,138.19000244140625,81.57381439208984,66.10246276855469
2009-12-09,66.03328704833984,81.87892150878906,33.940277099609375,110.83999633789062,68.35054779052734,57.58835220336914,22.458770751953125,138.19000244140625,81.87892150878906,66.03328704833984
2009-12-10,65.98291015625,82.34034729003906,34.04459762573242,110.81999969482422,68.12821197509766,56.926944732666016,22.370038986206055,138.19400024414062,82.34034729003906,65.98291015625
2009-12-11,65.82565307617188,82.69010925292969,34.03231430053711,109.31999969482422,68.15435791015625,56.9207878112793,22.730167388916016,138.1999969482422,82.69010925292969,65.82565307617188
2009-12-14,65.86337280273438,83.25572967529297,34.363685607910156,110.23999786376953,68.38978576660156,56.988765716552734,23.142507553100586,138.19400024414062,83.25572967529297,65.86337280273438
2009-12-15,65.68091583251953,82.86874389648438,33.98323440551758,110.20999908447266,68.3832015991211,56.73533248901367,22.912851333618164,138.19500732421875,82.86874389648438,65.68091583251953
2009-12-16,65.80043029785156,82.99527740478516,34.3820915222168,111.58999633789062,68.50094604492188,56.667362213134766,23.079879760742188,138.1959991455078,82.99527740478516,65.80043029785156
2009-12-17,65.90745544433594,81.99801635742188,33.57210159301758,107.33999633789062,68.79521942138672,57.60070037841797,22.938949584960938,138.20399475097656,81.99801635742188,65.90745544433594
2009-12-18,65.90745544433594,82.46188354492188,33.651878356933594,108.94999694824219,68.69056701660156,57.35346603393555,23.090307235717773,138.20199584960938,82.46188354492188,65.90745544433594
2009-12-21,65.63060760498047,83.29993438720703,33.75004196166992,106.94999694824219,68.37010955810547,56.33357620239258,23.403472900390625,138.1999969482422,83.29993438720703,65.63060760498047
2009-12-22,65.44183349609375,83.59921264648438,33.964298248291016,106.16999816894531,68.1478042602539,56.01835250854492,23.648775100708008,138.2050018310547,83.59921264648438,65.44183349609375
2009-12-23,65.46697998046875,83.7637939453125,34.27391815185547,106.55000305175781,68.0497055053711,56.03070068359375,23.930627822875977,138.2050018310547,83.7637939453125,65.46697998046875
2009-12-24,65.35369873046875,84.16036987304688,34.410133361816406,108.36000061035156,67.86661529541016,55.44970703125,24.2763671875,138.2050018310547,84.16036987304688,65.35369873046875
2009-12-28,64.95732116699219,84.3399429321289,34.55875778198242,108.55000305175781,67.84696197509766,55.2951774597168,24.392677307128906,138.21499633789062,84.3399429321289,64.95732116699219
2009-12-29,65.0343246459961,84.22025299072266,34.61448669433594,107.47000122070312,68.05606079101562,55.6599235534668,24.027894973754883,138.21499633789062,84.22025299072266,65.0343246459961
2009-12-30,65.1983871459961,84.19029998779297,34.472068786621094,106.93000030517578,68.16095733642578,56.02587127685547,24.064903259277344,138.21600341796875,84.19029998779297,65.1983871459961
2009-12-31,65.11634826660156,83.38221740722656,34.23056411743164,107.30999755859375,68.10198211669922,55.759132385253906,23.65254783630371,138.21600341796875,83.38221740722656,65.11634826660156
2010-01-04,65.19205474853516,84.79639434814453,35.12843704223633,109.80000305175781,68.27894592285156,55.709495544433594,23.552101135253906,138.21299743652344,84.79639434814453,65.19205474853516
2010-01-05,65.48867797851562,85.02084350585938,35.15939712524414,109.69999694824219,68.50181579589844,56.069305419921875,23.525659561157227,138.21800231933594,85.02084350585938,65.48867797851562
2010-01-06,65.45085906982422,85.08068084716797,35.308013916015625,111.51000213623047,68.3248062133789,55.3187141418457,23.483367919921875,138.21299743652344,85.08068084716797,65.45085906982422
2010-01-07,65.37508392333984,85.43983459472656,35.171783447265625,110.81999969482422,68.42971801757812,55.41173553466797,23.737125396728516,138.2209930419922,85.43983459472656,65.37508392333984
2010-01-08,65.4129409790039,85.72415161132812,35.45043182373047,111.37000274658203,68.57389831542969,55.38691711425781,23.562673568725586,138.22300720214844,85.72415161132812,65.4129409790039
